Model,Scenario,Region,Variable,Unit,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
MESSAGE-GLOBIOM 1.0,SSP3-45,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,143.366,,,,,150.975,,,,,,,,,,215.455,,,,,,,,,,261.486,,,,,,,,,,253.675,,,,,,,,,,248.008,,,,,,,,,,238.937,,,,,,,,,,191.059,,,,,,,,,,147.485,,,,,,,,,,140.47,,,,,,,,,,144.857
MESSAGE-GLOBIOM 1.0,SSP3-45,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,27.085,,,,,35.811,,,,,,,,,,52.615,,,,,,,,,,65.731,,,,,,,,,,58.23,,,,,,,,,,55.342,,,,,,,,,,44.684,,,,,,,,,,28,,,,,,,,,,12.641,,,,,,,,,,5.903,,,,,,,,,,3.471
MESSAGE-GLOBIOM 1.0,SSP3-45,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0
MESSAGE-GLOBIOM 1.0,SSP3-60,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,37720.48103,,,,,40372.7159,,,,,,,,,,49149.64772,,,,,,,,,,57913.98036,,,,,,,,,,60315.01724,,,,,,,,,,59981.07603,,,,,,,,,,54711.38715,,,,,,,,,,44470.82911,,,,,,,,,,35323.9477,,,,,,,,,,29389.75162,,,,,,,,,,25546.20436
MESSAGE-GLOBIOM 1.0,SSP3-60,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.199,,,,,64.752,,,,,,,,,,93.14,,,,,,,,,,123.44,,,,,,,,,,143.935,,,,,,,,,,160.701,,,,,,,,,,175.477,,,,,,,,,,193.737,,,,,,,,,,221.761,,,,,,,,,,270.936,,,,,,,,,,335.623
MESSAGE-GLOBIOM 1.0,SSP3-60,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,48.188,,,,,52.562,,,,,,,,,,61.66,,,,,,,,,,64.38,,,,,,,,,,79.944,,,,,,,,,,106.688,,,,,,,,,,135.609,,,,,,,,,,183.092,,,,,,,,,,206.098,,,,,,,,,,182.507,,,,,,,,,,142.407
MESSAGE-GLOBIOM 1.0,SSP3-60,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,143.389,,,,,150.999,,,,,,,,,,212.963,,,,,,,,,,256.347,,,,,,,,,,266.12,,,,,,,,,,261.502,,,,,,,,,,253.529,,,,,,,,,,225.242,,,,,,,,,,213.698,,,,,,,,,,231.452,,,,,,,,,,270.64
MESSAGE-GLOBIOM 1.0,SSP3-60,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,27.057,,,,,35.81,,,,,,,,,,57.571,,,,,,,,,,78.641,,,,,,,,,,86.325,,,,,,,,,,82.837,,,,,,,,,,85.319,,,,,,,,,,88.443,,,,,,,,,,95.905,,,,,,,,,,97.154,,,,,,,,,,86.77
MESSAGE-GLOBIOM 1.0,SSP3-60,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0
MESSAGE-GLOBIOM 1.0,SSP3-Baseline,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,37806.24563,,,,,40381.09024,,,,,,,,,,52061.26786,,,,,,,,,,62447.84873,,,,,,,,,,70699.52659,,,,,,,,,,77019.14845,,,,,,,,,,84134.69767,,,,,,,,,,91323.80938,,,,,,,,,,102842.7249,,,,,,,,,,115680.9258,,,,,,,,,,129720.5602
MESSAGE-GLOBIOM 1.0,SSP3-Baseline,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.199,,,,,64.792,,,,,,,,,,93.204,,,,,,,,,,123.303,,,,,,,,,,146.987,,,,,,,,,,165.924,,,,,,,,,,182.134,,,,,,,,,,200.003,,,,,,,,,,220.024,,,,,,,,,,244.468,,,,,,,,,,274.372
MESSAGE-GLOBIOM 1.0,SSP3-Baseline,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,48.188,,,,,52.562,,,,,,,,,,58.343,,,,,,,,,,67.946,,,,,,,,,,88.198,,,,,,,,,,113.235,,,,,,,,,,142.645,,,,,,,,,,176.684,,,,,,,,,,201.285,,,,,,,,,,185.61,,,,,,,,,,145.365
MESSAGE-GLOBIOM 1.0,SSP3-Baseline,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,143.389,,,,,150.993,,,,,,,,,,216.537,,,,,,,,,,253.87,,,,,,,,,,267.237,,,,,,,,,,270.763,,,,,,,,,,271.455,,,,,,,,,,265.079,,,,,,,,,,270.022,,,,,,,,,,315.476,,,,,,,,,,387.917
MESSAGE-GLOBIOM 1.0,SSP3-Baseline,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,27.057,,,,,35.788,,,,,,,,,,60.573,,,,,,,,,,84.273,,,,,,,,,,97.32,,,,,,,,,,103.384,,,,,,,,,,115.475,,,,,,,,,,130.284,,,,,,,,,,137.88,,,,,,,,,,156.622,,,,,,,,,,171.422
MESSAGE-GLOBIOM 1.0,SSP3-Baseline,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDC2030i_1600,World,Emissions|CO2,Mt CO2/yr,,,,,,31667.90819,,,,,35933.0697,,,,,38542.01816,,,,,,,,,,39615.22255,,,,,,,,,,40671.28065,,,,,,,,,,34747.07484,,,,,,,,,,24305.20022,,,,,,,,,,12440.51474,,,,,,,,,,3936.59007,,,,,,,,,,-3290.090089,,,,,,,,,,-8495.744443,,,,,,,,,,-11767.18878
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDC2030i_1600,World,Final Energy|Electricity,EJ/yr,,,,,,45.39739616,,,,,54.20376417,,,,,63.72166122,,,,,,,,,,85.18691347,,,,,,,,,,102.5891485,,,,,,,,,,125.1499135,,,,,,,,,,162.7214809,,,,,,,,,,194.8672353,,,,,,,,,,238.7892823,,,,,,,,,,281.7027113,,,,,,,,,,323.9390796,,,,,,,,,,367.729871
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDC2030i_1600,World,Final Energy|Gases,EJ/yr,,,,,,44.15479835,,,,,48.19927452,,,,,52.40397725,,,,,,,,,,47.56623956,,,,,,,,,,55.41220035,,,,,,,,,,65.84730658,,,,,,,,,,79.12993225,,,,,,,,,,101.877108,,,,,,,,,,135.7036346,,,,,,,,,,149.8547033,,,,,,,,,,152.308986,,,,,,,,,,148.3809247
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDC2030i_1600,World,Final Energy|Liquids,EJ/yr,,,,,,129.6592291,,,,,143.2817609,,,,,151.2484069,,,,,,,,,,188.5282032,,,,,,,,,,208.2121202,,,,,,,,,,219.5077016,,,,,,,,,,174.6941135,,,,,,,,,,142.4713145,,,,,,,,,,109.178095,,,,,,,,,,89.43255303,,,,,,,,,,86.83276741,,,,,,,,,,90.33250215
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDC2030i_1600,World,Final Energy|Solids|Coal,EJ/yr,,,,,,21.71214829,,,,,27.14747732,,,,,35.75781792,,,,,,,,,,37.44774836,,,,,,,,,,50.10068999,,,,,,,,,,33.25519351,,,,,,,,,,21.15063863,,,,,,,,,,15.22574009,,,,,,,,,,6.705143337,,,,,,,,,,1.844445924,,,,,,,,,,0.000561515,,,,,,,,,,0.000462587
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDC2030i_1600,World,Final Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0.78697591,,,,,,,,,,1.477279972,,,,,,,,,,3.313763718,,,,,,,,,,10.75207606,,,,,,,,,,16.82189216,,,,,,,,,,22.48908621,,,,,,,,,,26.1982469,,,,,,,,,,31.41697096
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Emissions|CO2,Mt CO2/yr,,,,,,31667.90819,,,,,35933.0697,,,,,38542.01816,,,,,,,,,,39615.22255,,,,,,,,,,40671.28065,,,,,,,,,,44642.91669,,,,,,,,,,49784.94281,,,,,,,,,,54100.57532,,,,,,,,,,58755.17001,,,,,,,,,,66549.84152,,,,,,,,,,74871.55532,,,,,,,,,,82357.30988
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Final Energy|Electricity,EJ/yr,,,,,,45.39739616,,,,,54.20376417,,,,,63.72166122,,,,,,,,,,85.18691347,,,,,,,,,,102.5891485,,,,,,,,,,123.467138,,,,,,,,,,146.9477744,,,,,,,,,,186.1632627,,,,,,,,,,226.3041928,,,,,,,,,,256.4526075,,,,,,,,,,288.9141974,,,,,,,,,,325.492847
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Final Energy|Gases,EJ/yr,,,,,,44.15479835,,,,,48.19927452,,,,,52.40397725,,,,,,,,,,47.56623956,,,,,,,,,,55.41220035,,,,,,,,,,67.76129396,,,,,,,,,,72.86830883,,,,,,,,,,76.98981735,,,,,,,,,,79.97547103,,,,,,,,,,87.13842434,,,,,,,,,,85.43073473,,,,,,,,,,87.57847383
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Final Energy|Liquids,EJ/yr,,,,,,129.6592291,,,,,143.2817609,,,,,151.2484069,,,,,,,,,,188.5282032,,,,,,,,,,208.2121202,,,,,,,,,,223.1686703,,,,,,,,,,236.0234781,,,,,,,,,,211.5775553,,,,,,,,,,203.1531936,,,,,,,,,,217.0901827,,,,,,,,,,242.8060177,,,,,,,,,,266.9909996
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Final Energy|Solids|Coal,EJ/yr,,,,,,21.71214829,,,,,27.14747732,,,,,35.75781792,,,,,,,,,,37.44774836,,,,,,,,,,50.10068999,,,,,,,,,,63.14633616,,,,,,,,,,81.3663924,,,,,,,,,,100.0609546,,,,,,,,,,108.445051,,,,,,,,,,114.8754237,,,,,,,,,,120.433566,,,,,,,,,,126.1120164
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Final Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0.78697591,,,,,,,,,,1.574153167,,,,,,,,,,1.621488457,,,,,,,,,,3.883319996,,,,,,,,,,8.403726506,,,,,,,,,,17.53919655,,,,,,,,,,23.46410468,,,,,,,,,,27.71733591
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,World,Emissions|CO2,Mt CO2/yr,,,,,,31667.90819,,,,,35933.0697,,,,,38542.01816,,,,,,,,,,39615.22255,,,,,,,,,,40671.28065,,,,,,,,,,26328.2517,,,,,,,,,,11903.93947,,,,,,,,,,1651.929229,,,,,,,,,,-6456.767185,,,,,,,,,,-11304.21208,,,,,,,,,,-14674.80234,,,,,,,,,,-16285.86894
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,World,Final Energy|Electricity,EJ/yr,,,,,,45.39739616,,,,,54.20376417,,,,,63.72166122,,,,,,,,,,85.18691347,,,,,,,,,,102.5891485,,,,,,,,,,129.8015504,,,,,,,,,,169.5838075,,,,,,,,,,211.6128996,,,,,,,,,,251.2543878,,,,,,,,,,288.9641528,,,,,,,,,,323.0131411,,,,,,,,,,356.647085
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,World,Final Energy|Gases,EJ/yr,,,,,,44.15479835,,,,,48.19927452,,,,,52.40397725,,,,,,,,,,47.56623956,,,,,,,,,,55.41220035,,,,,,,,,,64.67438064,,,,,,,,,,80.53398186,,,,,,,,,,106.2775956,,,,,,,,,,115.9316089,,,,,,,,,,113.7127309,,,,,,,,,,112.2287812,,,,,,,,,,105.7686768
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,World,Final Energy|Liquids,EJ/yr,,,,,,129.6592291,,,,,143.2817609,,,,,151.2484069,,,,,,,,,,188.5282032,,,,,,,,,,208.2121202,,,,,,,,,,172.1068963,,,,,,,,,,112.8785193,,,,,,,,,,80.93865231,,,,,,,,,,72.25338565,,,,,,,,,,77.38085361,,,,,,,,,,84.17219841,,,,,,,,,,97.02502635
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,World,Final Energy|Solids|Coal,EJ/yr,,,,,,21.71214829,,,,,27.14747732,,,,,35.75781792,,,,,,,,,,37.44774836,,,,,,,,,,50.10068999,,,,,,,,,,24.10984602,,,,,,,,,,7.292519051,,,,,,,,,,0.413310454,,,,,,,,,,0.000495629,,,,,,,,,,0.000462587,,,,,,,,,,0.000462587,,,,,,,,,,0.000462587
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,World,Final Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0.78697591,,,,,,,,,,5.192632786,,,,,,,,,,13.13386086,,,,,,,,,,18.87178783,,,,,,,,,,24.18776217,,,,,,,,,,30.48066878,,,,,,,,,,32.92017367,,,,,,,,,,34.17698462
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Emissions|CO2,Mt CO2/yr,,,,,,31667.90819,,,,,35933.0697,,,,,38542.01816,,,,,,,,,,39615.22255,,,,,,,,,,44490.08064,,,,,,,,,,48326.74212,,,,,,,,,,53595.16479,,,,,,,,,,57741.63044,,,,,,,,,,63446.61698,,,,,,,,,,71076.87071,,,,,,,,,,80021.92967,,,,,,,,,,86705.02672
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Final Energy|Electricity,EJ/yr,,,,,,45.39739616,,,,,54.20376417,,,,,63.72166122,,,,,,,,,,85.18691347,,,,,,,,,,104.2718121,,,,,,,,,,123.2877398,,,,,,,,,,146.1087472,,,,,,,,,,186.6874923,,,,,,,,,,226.3587896,,,,,,,,,,257.470934,,,,,,,,,,289.7947007,,,,,,,,,,326.6941855
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Final Energy|Gases,EJ/yr,,,,,,44.15479835,,,,,48.19927452,,,,,52.40397725,,,,,,,,,,47.56623956,,,,,,,,,,55.9861674,,,,,,,,,,66.23590288,,,,,,,,,,72.30600544,,,,,,,,,,77.86563494,,,,,,,,,,81.27341979,,,,,,,,,,86.089431,,,,,,,,,,85.36165427,,,,,,,,,,89.12533559
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Final Energy|Liquids,EJ/yr,,,,,,129.6592291,,,,,143.2817609,,,,,151.2484069,,,,,,,,,,188.5282032,,,,,,,,,,218.3940593,,,,,,,,,,232.1026486,,,,,,,,,,244.2270046,,,,,,,,,,213.5196599,,,,,,,,,,206.5945612,,,,,,,,,,219.9556725,,,,,,,,,,246.8059072,,,,,,,,,,269.9190937
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Final Energy|Solids|Coal,EJ/yr,,,,,,21.71214829,,,,,27.14747732,,,,,35.75781792,,,,,,,,,,37.44774836,,,,,,,,,,51.36411565,,,,,,,,,,69.63911756,,,,,,,,,,86.85794737,,,,,,,,,,103.9548216,,,,,,,,,,111.8559192,,,,,,,,,,119.3136441,,,,,,,,,,124.7532457,,,,,,,,,,131.8431498
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Final Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0.611998865,,,,,,,,,,1.338164129,,,,,,,,,,2.317304285,,,,,,,,,,4.866101471,,,,,,,,,,9.660350031,,,,,,,,,,18.06520328,,,,,,,,,,25.34412991,,,,,,,,,,29.23588243
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Emissions|CO2,Mt CO2/yr,,,,,,31667.90819,,,,,35933.0697,,,,,38542.01816,,,,,,,,,,39615.22255,,,,,,,,,,32672.15942,,,,,,,,,,23754.91708,,,,,,,,,,12753.84243,,,,,,,,,,2666.29196,,,,,,,,,,-3524.55553,,,,,,,,,,-8356.86531,,,,,,,,,,-12605.78954,,,,,,,,,,-14648.69253
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Final Energy|Electricity,EJ/yr,,,,,,45.39739616,,,,,54.20376417,,,,,63.72166122,,,,,,,,,,85.18691347,,,,,,,,,,102.1458717,,,,,,,,,,134.6797484,,,,,,,,,,166.3337095,,,,,,,,,,209.8402846,,,,,,,,,,249.0376129,,,,,,,,,,288.5021605,,,,,,,,,,327.4082258,,,,,,,,,,366.1164425
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Final Energy|Gases,EJ/yr,,,,,,44.15479835,,,,,48.19927452,,,,,52.40397725,,,,,,,,,,47.56623956,,,,,,,,,,52.95077378,,,,,,,,,,66.27801018,,,,,,,,,,84.5030846,,,,,,,,,,118.9544631,,,,,,,,,,133.5980169,,,,,,,,,,143.4075418,,,,,,,,,,136.3231988,,,,,,,,,,131.0344781
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Final Energy|Liquids,EJ/yr,,,,,,129.6592291,,,,,143.2817609,,,,,151.2484069,,,,,,,,,,188.5282032,,,,,,,,,,212.7823772,,,,,,,,,,178.3870073,,,,,,,,,,143.3488763,,,,,,,,,,101.428262,,,,,,,,,,89.07458086,,,,,,,,,,77.75561801,,,,,,,,,,83.2506631,,,,,,,,,,92.59843033
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Final Energy|Solids|Coal,EJ/yr,,,,,,21.71214829,,,,,27.14747732,,,,,35.75781792,,,,,,,,,,37.44774836,,,,,,,,,,20.41592049,,,,,,,,,,9.599325704,,,,,,,,,,4.845848929,,,,,,,,,,2.121179071,,,,,,,,,,0.028659174,,,,,,,,,,0.000462587,,,,,,,,,,0.000462587,,,,,,,,,,0.000462587
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Final Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,1.469214778,,,,,,,,,,4.075422573,,,,,,,,,,11.47401277,,,,,,,,,,16.65955344,,,,,,,,,,20.43581703,,,,,,,,,,24.14352858,,,,,,,,,,28.44653865,,,,,,,,,,33.80840224
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Emissions|CO2,Mt CO2/yr,,,,,,31667.90819,,,,,35933.0697,,,,,38542.01816,,,,,,,,,,39615.22255,,,,,,,,,,37981.07524,,,,,,,,,,33271.92656,,,,,,,,,,25181.95619,,,,,,,,,,13847.19271,,,,,,,,,,5163.226383,,,,,,,,,,-2068.503671,,,,,,,,,,-7525.726077,,,,,,,,,,-10662.64286
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Final Energy|Electricity,EJ/yr,,,,,,45.39739616,,,,,54.20376417,,,,,63.72166122,,,,,,,,,,85.18691347,,,,,,,,,,102.3271281,,,,,,,,,,124.5673117,,,,,,,,,,160.5586583,,,,,,,,,,193.0077699,,,,,,,,,,235.5684163,,,,,,,,,,280.3598144,,,,,,,,,,323.5776949,,,,,,,,,,368.8094722
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Final Energy|Gases,EJ/yr,,,,,,44.15479835,,,,,48.19927452,,,,,52.40397725,,,,,,,,,,47.56623956,,,,,,,,,,53.11723808,,,,,,,,,,67.46608398,,,,,,,,,,85.19195586,,,,,,,,,,114.1033843,,,,,,,,,,147.6970074,,,,,,,,,,165.3565923,,,,,,,,,,167.819957,,,,,,,,,,165.6881154
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Final Energy|Liquids,EJ/yr,,,,,,129.6592291,,,,,143.2817609,,,,,151.2484069,,,,,,,,,,188.5282032,,,,,,,,,,222.603148,,,,,,,,,,225.4255174,,,,,,,,,,185.5008315,,,,,,,,,,148.7179224,,,,,,,,,,116.1678555,,,,,,,,,,91.75841152,,,,,,,,,,84.50174391,,,,,,,,,,87.17260306
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Final Energy|Solids|Coal,EJ/yr,,,,,,21.71214829,,,,,27.14747732,,,,,35.75781792,,,,,,,,,,37.44774836,,,,,,,,,,32.37623526,,,,,,,,,,20.42525167,,,,,,,,,,14.91551556,,,,,,,,,,13.16583676,,,,,,,,,,6.542774477,,,,,,,,,,1.752329108,,,,,,,,,,0.083273999,,,,,,,,,,0.000462587
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Final Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0.380425087,,,,,,,,,,2.256730168,,,,,,,,,,5.538539321,,,,,,,,,,11.77992187,,,,,,,,,,16.08246653,,,,,,,,,,19.22308503,,,,,,,,,,23.95562516,,,,,,,,,,26.91375168
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Emissions|CO2,Mt CO2/yr,,,,,,31667.90819,,,,,35933.0697,,,,,38542.01816,,,,,,,,,,39615.22255,,,,,,,,,,23824.22308,,,,,,,,,,12039.05505,,,,,,,,,,2737.839477,,,,,,,,,,-7103.209038,,,,,,,,,,-11119.14575,,,,,,,,,,-14120.38951,,,,,,,,,,-16521.49954,,,,,,,,,,-17726.89656
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Final Energy|Electricity,EJ/yr,,,,,,45.39739616,,,,,54.20376417,,,,,63.72166122,,,,,,,,,,85.18691347,,,,,,,,,,109.191628,,,,,,,,,,149.573887,,,,,,,,,,186.6122665,,,,,,,,,,221.7559567,,,,,,,,,,255.4507226,,,,,,,,,,286.945893,,,,,,,,,,317.8253994,,,,,,,,,,346.9972233
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Final Energy|Gases,EJ/yr,,,,,,44.15479835,,,,,48.19927452,,,,,52.40397725,,,,,,,,,,47.56623956,,,,,,,,,,48.22099874,,,,,,,,,,61.85424839,,,,,,,,,,88.11307002,,,,,,,,,,100.7351156,,,,,,,,,,99.51344472,,,,,,,,,,96.78630611,,,,,,,,,,89.72945527,,,,,,,,,,87.90852698
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Final Energy|Liquids,EJ/yr,,,,,,129.6592291,,,,,143.2817609,,,,,151.2484069,,,,,,,,,,188.5282032,,,,,,,,,,157.240975,,,,,,,,,,101.1103738,,,,,,,,,,71.63428526,,,,,,,,,,63.23728555,,,,,,,,,,73.32966064,,,,,,,,,,81.92137221,,,,,,,,,,91.44820735,,,,,,,,,,100.1483807
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Final Energy|Solids|Coal,EJ/yr,,,,,,21.71214829,,,,,27.14747732,,,,,35.75781792,,,,,,,,,,37.44774836,,,,,,,,,,15.32011336,,,,,,,,,,3.155732712,,,,,,,,,,0.04031138,,,,,,,,,,0.000564468,,,,,,,,,,0.000495629,,,,,,,,,,0.000462587,,,,,,,,,,0.000462587,,,,,,,,,,0.000462587
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Final Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,1.537899,,,,,,,,,,10.42183317,,,,,,,,,,14.47449043,,,,,,,,,,20.53642601,,,,,,,,,,26.65981297,,,,,,,,,,31.44886635,,,,,,,,,,32.95310618,,,,,,,,,,32.74669397
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Emissions|CO2,Mt CO2/yr,,,,,,31667.90819,,,,,35933.0697,,,,,38542.01816,,,,,,,,,,42471.7362,,,,,,,,,,46689.43383,,,,,,,,,,50476.05394,,,,,,,,,,55919.642,,,,,,,,,,60177.6732,,,,,,,,,,65983.1784,,,,,,,,,,74060.47269,,,,,,,,,,83010.45024,,,,,,,,,,89455.10514
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Final Energy|Electricity,EJ/yr,,,,,,45.39739616,,,,,54.20376417,,,,,63.72166122,,,,,,,,,,82.71081665,,,,,,,,,,102.7885092,,,,,,,,,,122.3520985,,,,,,,,,,146.6680775,,,,,,,,,,188.2682711,,,,,,,,,,231.7396081,,,,,,,,,,260.3160798,,,,,,,,,,292.0572442,,,,,,,,,,329.8120272
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Final Energy|Gases,EJ/yr,,,,,,44.15479835,,,,,48.19927452,,,,,52.40397725,,,,,,,,,,48.72643335,,,,,,,,,,57.77859015,,,,,,,,,,67.83891201,,,,,,,,,,75.2468224,,,,,,,,,,78.73190002,,,,,,,,,,83.38838728,,,,,,,,,,86.80620707,,,,,,,,,,85.181036,,,,,,,,,,89.07010182
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Final Energy|Liquids,EJ/yr,,,,,,129.6592291,,,,,143.2817609,,,,,151.2484069,,,,,,,,,,205.9330118,,,,,,,,,,223.708996,,,,,,,,,,238.1992842,,,,,,,,,,251.7882853,,,,,,,,,,222.3216747,,,,,,,,,,204.4096118,,,,,,,,,,227.6135436,,,,,,,,,,256.0843289,,,,,,,,,,279.657853
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Final Energy|Solids|Coal,EJ/yr,,,,,,21.71214829,,,,,27.14747732,,,,,35.75781792,,,,,,,,,,37.82247868,,,,,,,,,,54.31265201,,,,,,,,,,69.74030725,,,,,,,,,,87.30085992,,,,,,,,,,103.1295572,,,,,,,,,,110.7022125,,,,,,,,,,117.9465143,,,,,,,,,,124.0562668,,,,,,,,,,132.244726
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Final Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0.554160327,,,,,,,,,,2.167798638,,,,,,,,,,2.304509224,,,,,,,,,,4.562012069,,,,,,,,,,9.216203872,,,,,,,,,,18.56421495,,,,,,,,,,27.77069242,,,,,,,,,,30.53592581
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,39410.65471,,,,,43215.73482,,,,,42275.15145,,,,,,,,,,16569.54473,,,,,,,,,,7072.94811,,,,,,,,,,2039.588012,,,,,,,,,,-274.2125965,,,,,,,,,,-1971.338402,,,,,,,,,,-3315.506347,,,,,,,,,,-3902.784854,,,,,,,,,,-4219.945219
