Model,Scenario,Region,Variable,Unit,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM/CGE 2.0,EMF30_Baseline,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.066,,,,,,,,,,85.066,,,,,,,,,,107.2511,,,,,,,,,,131.1276,,,,,,,,,,155.7032,,,,,,,,,,173.1958,,,,,,,,,,192.5622,,,,,,,,,,215.2357,,,,,,,,,,241.0029,,,,,,,,,,267.9677
AIM/CGE 2.0,EMF30_Baseline,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8803,,,,,,,,,,65.8983,,,,,,,,,,74.8063,,,,,,,,,,80.4902,,,,,,,,,,84.1074,,,,,,,,,,90.9586,,,,,,,,,,96.2881,,,,,,,,,,99.2384,,,,,,,,,,100.2762,,,,,,,,,,102.4553
AIM/CGE 2.0,EMF30_Baseline,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.5989,,,,,,,,,,165.8793,,,,,,,,,,190.1564,,,,,,,,,,208.4086,,,,,,,,,,216.5863,,,,,,,,,,222.7258,,,,,,,,,,226.5649,,,,,,,,,,222.8147,,,,,,,,,,211.9446,,,,,,,,,,194.9141
AIM/CGE 2.0,EMF30_Baseline,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.1848,,,,,,,,,,26.8034,,,,,,,,,,23.7329,,,,,,,,,,20.3556,,,,,,,,,,16.3264,,,,,,,,,,11.5962,,,,,,,,,,8.7984,,,,,,,,,,7.135,,,,,,,,,,6.2182,,,,,,,,,,5.3729
AIM/CGE 2.0,EMF30_CH4-Only,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37403.3727,,,,,,,,,,44452.4425,,,,,,,,,,48308.0181,,,,,,,,,,52463.2987,,,,,,,,,,55357.4122,,,,,,,,,,57233.6634,,,,,,,,,,58720.7524,,,,,,,,,,60257.1926,,,,,,,,,,62612.5687,,,,,,,,,,64625.6814
AIM/CGE 2.0,EMF30_CH4-Only,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.0764,,,,,,,,,,85.2334,,,,,,,,,,108.449,,,,,,,,,,132.0814,,,,,,,,,,156.6458,,,,,,,,,,173.9134,,,,,,,,,,193.2503,,,,,,,,,,215.8269,,,,,,,,,,241.7381,,,,,,,,,,268.5243
AIM/CGE 2.0,EMF30_CH4-Only,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8705,,,,,,,,,,65.781,,,,,,,,,,74.1655,,,,,,,,,,79.9432,,,,,,,,,,83.535,,,,,,,,,,90.457,,,,,,,,,,95.9461,,,,,,,,,,98.8216,,,,,,,,,,99.8965,,,,,,,,,,101.9423
AIM/CGE 2.0,EMF30_CH4-Only,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.5994,,,,,,,,,,165.8915,,,,,,,,,,189.3736,,,,,,,,,,207.6842,,,,,,,,,,215.7787,,,,,,,,,,222.0293,,,,,,,,,,225.8066,,,,,,,,,,222.1577,,,,,,,,,,211.586,,,,,,,,,,195.7163
AIM/CGE 2.0,EMF30_CH4-Only,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.1832,,,,,,,,,,26.7727,,,,,,,,,,23.5825,,,,,,,,,,20.3579,,,,,,,,,,16.793,,,,,,,,,,11.9543,,,,,,,,,,9.0263,,,,,,,,,,7.2443,,,,,,,,,,6.4892,,,,,,,,,,5.5751
AIM/CGE 2.0,EMF30_ClimPolicy,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37286.7219,,,,,,,,,,42053.666,,,,,,,,,,25117.8857,,,,,,,,,,21164.7441,,,,,,,,,,14119.4916,,,,,,,,,,7980.8103,,,,,,,,,,4101.7748,,,,,,,,,,1295.0236,,,,,,,,,,-1461.6669,,,,,,,,,,-4446.8025
AIM/CGE 2.0,EMF30_ClimPolicy,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.0515,,,,,,,,,,82.6505,,,,,,,,,,97.5463,,,,,,,,,,125.6106,,,,,,,,,,150.411,,,,,,,,,,185.5486,,,,,,,,,,223.13,,,,,,,,,,259.7391,,,,,,,,,,296.7187,,,,,,,,,,340.6284
AIM/CGE 2.0,EMF30_ClimPolicy,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8733,,,,,,,,,,62.5801,,,,,,,,,,49.9783,,,,,,,,,,51.4416,,,,,,,,,,51.1218,,,,,,,,,,41.1918,,,,,,,,,,31.6032,,,,,,,,,,24.1925,,,,,,,,,,16.3006,,,,,,,,,,7.5425
AIM/CGE 2.0,EMF30_ClimPolicy,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.747,,,,,,,,,,165.9551,,,,,,,,,,165.1304,,,,,,,,,,179.1305,,,,,,,,,,186.9452,,,,,,,,,,169.79,,,,,,,,,,148.9578,,,,,,,,,,129.5975,,,,,,,,,,106.9543,,,,,,,,,,75.3792
AIM/CGE 2.0,EMF30_ClimPolicy,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,27.9564,,,,,,,,,,25.0155,,,,,,,,,,4.7734,,,,,,,,,,3.759,,,,,,,,,,2.9345,,,,,,,,,,1.459,,,,,,,,,,0.7009,,,,,,,,,,0.3574,,,,,,,,,,0.1643,,,,,,,,,,0.048
AIM/CGE 2.0,EMF30_ClimPolicy+SLCF,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33997.944,,,,,38305.6429,,,,,,,,,,42734.5568,,,,,,,,,,24205.602,,,,,,,,,,21158.9578,,,,,,,,,,14282.8033,,,,,,,,,,8187.2194,,,,,,,,,,4369.5929,,,,,,,,,,1599.6005,,,,,,,,,,-1127.5752,,,,,,,,,,-4102.7663
AIM/CGE 2.0,EMF30_ClimPolicy+SLCF,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6435,,,,,64.022,,,,,,,,,,82.6826,,,,,,,,,,98.4547,,,,,,,,,,126.6593,,,,,,,,,,151.4416,,,,,,,,,,185.1144,,,,,,,,,,223.2031,,,,,,,,,,259.7613,,,,,,,,,,296.427,,,,,,,,,,341.2414
AIM/CGE 2.0,EMF30_ClimPolicy+SLCF,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8198,,,,,55.8502,,,,,,,,,,62.4281,,,,,,,,,,47.4151,,,,,,,,,,49.4109,,,,,,,,,,49.4294,,,,,,,,,,40.8082,,,,,,,,,,31.0477,,,,,,,,,,23.7643,,,,,,,,,,16.0732,,,,,,,,,,7.4626
AIM/CGE 2.0,EMF30_ClimPolicy+SLCF,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,142.4058,,,,,152.2645,,,,,,,,,,179.831,,,,,,,,,,166.0849,,,,,,,,,,182.2473,,,,,,,,,,191.9584,,,,,,,,,,176.3219,,,,,,,,,,154.473,,,,,,,,,,135.0004,,,,,,,,,,112.1619,,,,,,,,,,79.8336
AIM/CGE 2.0,EMF30_ClimPolicy+SLCF,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.001,,,,,28.0715,,,,,,,,,,24.2538,,,,,,,,,,3.6388,,,,,,,,,,3.0756,,,,,,,,,,2.5399,,,,,,,,,,1.3485,,,,,,,,,,0.6532,,,,,,,,,,0.3396,,,,,,,,,,0.1585,,,,,,,,,,0.0467
AIM/CGE 2.0,EMF30_D_BCOC-Red,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37370.1779,,,,,,,,,,44481.6411,,,,,,,,,,49867.7363,,,,,,,,,,54605.9284,,,,,,,,,,57569.993,,,,,,,,,,59545.0364,,,,,,,,,,61319.5779,,,,,,,,,,63246.4361,,,,,,,,,,65871.7426,,,,,,,,,,68366.8588
AIM/CGE 2.0,EMF30_D_BCOC-Red,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.066,,,,,,,,,,85.066,,,,,,,,,,107.2511,,,,,,,,,,131.1276,,,,,,,,,,155.7032,,,,,,,,,,173.1958,,,,,,,,,,192.5622,,,,,,,,,,215.2357,,,,,,,,,,241.0029,,,,,,,,,,267.9677
AIM/CGE 2.0,EMF30_D_BCOC-Red,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8803,,,,,,,,,,65.8983,,,,,,,,,,74.8063,,,,,,,,,,80.4902,,,,,,,,,,84.1074,,,,,,,,,,90.9586,,,,,,,,,,96.2881,,,,,,,,,,99.2384,,,,,,,,,,100.2762,,,,,,,,,,102.4553
AIM/CGE 2.0,EMF30_D_BCOC-Red,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.5989,,,,,,,,,,165.8793,,,,,,,,,,190.1564,,,,,,,,,,208.4086,,,,,,,,,,216.5863,,,,,,,,,,222.7258,,,,,,,,,,226.5649,,,,,,,,,,222.8147,,,,,,,,,,211.9446,,,,,,,,,,194.9141
AIM/CGE 2.0,EMF30_D_BCOC-Red,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.1848,,,,,,,,,,26.8034,,,,,,,,,,23.7329,,,,,,,,,,20.3556,,,,,,,,,,16.3264,,,,,,,,,,11.5962,,,,,,,,,,8.7984,,,,,,,,,,7.135,,,,,,,,,,6.2182,,,,,,,,,,5.3729
AIM/CGE 2.0,EMF30_D_CH4-ClimPolicy,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37346.7435,,,,,,,,,,44256.389,,,,,,,,,,48383.8969,,,,,,,,,,52349.7913,,,,,,,,,,55181.8655,,,,,,,,,,56894.214,,,,,,,,,,57099.6689,,,,,,,,,,58533.1432,,,,,,,,,,61001.1185,,,,,,,,,,62760.3717
AIM/CGE 2.0,EMF30_D_CH4-ClimPolicy,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.0766,,,,,,,,,,85.2501,,,,,,,,,,108.789,,,,,,,,,,132.7668,,,,,,,,,,158.1401,,,,,,,,,,178.2626,,,,,,,,,,206.3433,,,,,,,,,,229.0411,,,,,,,,,,253.6434,,,,,,,,,,280.0308
AIM/CGE 2.0,EMF30_D_CH4-ClimPolicy,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8707,,,,,,,,,,65.7379,,,,,,,,,,73.9965,,,,,,,,,,79.5954,,,,,,,,,,82.8166,,,,,,,,,,88.4479,,,,,,,,,,90.5591,,,,,,,,,,93.5167,,,,,,,,,,94.7082,,,,,,,,,,93.8782
AIM/CGE 2.0,EMF30_D_CH4-ClimPolicy,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.5985,,,,,,,,,,165.825,,,,,,,,,,188.6452,,,,,,,,,,206.1292,,,,,,,,,,212.3098,,,,,,,,,,211.237,,,,,,,,,,194.6287,,,,,,,,,,192.9217,,,,,,,,,,187.5488,,,,,,,,,,176.6864
AIM/CGE 2.0,EMF30_D_CH4-ClimPolicy,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.183,,,,,,,,,,26.7889,,,,,,,,,,23.3989,,,,,,,,,,20.0668,,,,,,,,,,16.3249,,,,,,,,,,11.3539,,,,,,,,,,8.0214,,,,,,,,,,6.4863,,,,,,,,,,5.7491,,,,,,,,,,4.8442
AIM/CGE 2.0,EMF30_D_CO2-Only,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37302.9933,,,,,,,,,,42013.2602,,,,,,,,,,27949.9986,,,,,,,,,,18974.7658,,,,,,,,,,9260.5874,,,,,,,,,,894.8243,,,,,,,,,,-5713.3549,,,,,,,,,,-5248.2931,,,,,,,,,,-4781.5506,,,,,,,,,,-4297.8107
AIM/CGE 2.0,EMF30_D_CO2-Only,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.0787,,,,,,,,,,82.6756,,,,,,,,,,96.9155,,,,,,,,,,127.2137,,,,,,,,,,165.755,,,,,,,,,,219.789,,,,,,,,,,279.0868,,,,,,,,,,299.9783,,,,,,,,,,319.822,,,,,,,,,,347.7559
AIM/CGE 2.0,EMF30_D_CO2-Only,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8903,,,,,,,,,,62.6166,,,,,,,,,,54.4095,,,,,,,,,,49.7537,,,,,,,,,,37.6962,,,,,,,,,,19.1164,,,,,,,,,,5.9858,,,,,,,,,,6.5655,,,,,,,,,,7.0664,,,,,,,,,,5.7074
AIM/CGE 2.0,EMF30_D_CO2-Only,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.6083,,,,,,,,,,166.2332,,,,,,,,,,173.6119,,,,,,,,,,176.3437,,,,,,,,,,162.6464,,,,,,,,,,120.23,,,,,,,,,,72.5156,,,,,,,,,,74.6343,,,,,,,,,,75.9937,,,,,,,,,,68.6155
AIM/CGE 2.0,EMF30_D_CO2-Only,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,27.9783,,,,,,,,,,25.0043,,,,,,,,,,5.9494,,,,,,,,,,3.49,,,,,,,,,,1.677,,,,,,,,,,0.4419,,,,,,,,,,0.0662,,,,,,,,,,0.0588,,,,,,,,,,0.0529,,,,,,,,,,0.0338
AIM/CGE 2.0,EMF30_D_Frozen-CH4,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37370.1779,,,,,,,,,,44481.6411,,,,,,,,,,49867.7363,,,,,,,,,,54605.9284,,,,,,,,,,57569.993,,,,,,,,,,59545.0364,,,,,,,,,,61319.5779,,,,,,,,,,63246.4361,,,,,,,,,,65871.7426,,,,,,,,,,68366.8588
AIM/CGE 2.0,EMF30_D_Frozen-CH4,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.066,,,,,,,,,,85.066,,,,,,,,,,107.2511,,,,,,,,,,131.1276,,,,,,,,,,155.7032,,,,,,,,,,173.1958,,,,,,,,,,192.5622,,,,,,,,,,215.2357,,,,,,,,,,241.0029,,,,,,,,,,267.9677
AIM/CGE 2.0,EMF30_D_Frozen-CH4,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8803,,,,,,,,,,65.8983,,,,,,,,,,74.8063,,,,,,,,,,80.4902,,,,,,,,,,84.1074,,,,,,,,,,90.9586,,,,,,,,,,96.2881,,,,,,,,,,99.2384,,,,,,,,,,100.2762,,,,,,,,,,102.4553
AIM/CGE 2.0,EMF30_D_Frozen-CH4,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.5989,,,,,,,,,,165.8793,,,,,,,,,,190.1564,,,,,,,,,,208.4086,,,,,,,,,,216.5863,,,,,,,,,,222.7258,,,,,,,,,,226.5649,,,,,,,,,,222.8147,,,,,,,,,,211.9446,,,,,,,,,,194.9141
AIM/CGE 2.0,EMF30_D_Frozen-CH4,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.1848,,,,,,,,,,26.8034,,,,,,,,,,23.7329,,,,,,,,,,20.3556,,,,,,,,,,16.3264,,,,,,,,,,11.5962,,,,,,,,,,8.7984,,,,,,,,,,7.135,,,,,,,,,,6.2182,,,,,,,,,,5.3729
AIM/CGE 2.0,EMF30_D_Frozen-EF,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37370.1779,,,,,,,,,,44481.6411,,,,,,,,,,49867.7363,,,,,,,,,,54605.9284,,,,,,,,,,57569.993,,,,,,,,,,59545.0364,,,,,,,,,,61319.5779,,,,,,,,,,63246.4361,,,,,,,,,,65871.7426,,,,,,,,,,68366.8588
AIM/CGE 2.0,EMF30_D_Frozen-EF,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.066,,,,,,,,,,85.066,,,,,,,,,,107.2511,,,,,,,,,,131.1276,,,,,,,,,,155.7032,,,,,,,,,,173.1958,,,,,,,,,,192.5622,,,,,,,,,,215.2357,,,,,,,,,,241.0029,,,,,,,,,,267.9677
AIM/CGE 2.0,EMF30_D_Frozen-EF,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8803,,,,,,,,,,65.8983,,,,,,,,,,74.8063,,,,,,,,,,80.4902,,,,,,,,,,84.1074,,,,,,,,,,90.9586,,,,,,,,,,96.2881,,,,,,,,,,99.2384,,,,,,,,,,100.2762,,,,,,,,,,102.4553
AIM/CGE 2.0,EMF30_D_Frozen-EF,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.5989,,,,,,,,,,165.8793,,,,,,,,,,190.1564,,,,,,,,,,208.4086,,,,,,,,,,216.5863,,,,,,,,,,222.7258,,,,,,,,,,226.5649,,,,,,,,,,222.8147,,,,,,,,,,211.9446,,,,,,,,,,194.9141
AIM/CGE 2.0,EMF30_D_Frozen-EF,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.1848,,,,,,,,,,26.8034,,,,,,,,,,23.7329,,,,,,,,,,20.3556,,,,,,,,,,16.3264,,,,,,,,,,11.5962,,,,,,,,,,8.7984,,,,,,,,,,7.135,,,,,,,,,,6.2182,,,,,,,,,,5.3729
AIM/CGE 2.0,EMF30_D_Frozen-EF-EndU,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37370.1779,,,,,,,,,,44481.6411,,,,,,,,,,49867.7363,,,,,,,,,,54605.9284,,,,,,,,,,57569.993,,,,,,,,,,59545.0364,,,,,,,,,,61319.5779,,,,,,,,,,63246.4361,,,,,,,,,,65871.7426,,,,,,,,,,68366.8588
AIM/CGE 2.0,EMF30_D_Frozen-EF-EndU,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.066,,,,,,,,,,85.066,,,,,,,,,,107.2511,,,,,,,,,,131.1276,,,,,,,,,,155.7032,,,,,,,,,,173.1958,,,,,,,,,,192.5622,,,,,,,,,,215.2357,,,,,,,,,,241.0029,,,,,,,,,,267.9677
AIM/CGE 2.0,EMF30_D_Frozen-EF-EndU,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8803,,,,,,,,,,65.8983,,,,,,,,,,74.8063,,,,,,,,,,80.4902,,,,,,,,,,84.1074,,,,,,,,,,90.9586,,,,,,,,,,96.2881,,,,,,,,,,99.2384,,,,,,,,,,100.2762,,,,,,,,,,102.4553
AIM/CGE 2.0,EMF30_D_Frozen-EF-EndU,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.5989,,,,,,,,,,165.8793,,,,,,,,,,190.1564,,,,,,,,,,208.4086,,,,,,,,,,216.5863,,,,,,,,,,222.7258,,,,,,,,,,226.5649,,,,,,,,,,222.8147,,,,,,,,,,211.9446,,,,,,,,,,194.9141
AIM/CGE 2.0,EMF30_D_Frozen-EF-EndU,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.1848,,,,,,,,,,26.8034,,,,,,,,,,23.7329,,,,,,,,,,20.3556,,,,,,,,,,16.3264,,,,,,,,,,11.5962,,,,,,,,,,8.7984,,,,,,,,,,7.135,,,,,,,,,,6.2182,,,,,,,,,,5.3729
AIM/CGE 2.0,EMF30_D_Frozen-EF-SLCF,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37370.1779,,,,,,,,,,44481.6411,,,,,,,,,,49867.7363,,,,,,,,,,54605.9284,,,,,,,,,,57569.993,,,,,,,,,,59545.0364,,,,,,,,,,61319.5779,,,,,,,,,,63246.4361,,,,,,,,,,65871.7426,,,,,,,,,,68366.8588
AIM/CGE 2.0,EMF30_D_Frozen-EF-SLCF,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.066,,,,,,,,,,85.066,,,,,,,,,,107.2511,,,,,,,,,,131.1276,,,,,,,,,,155.7032,,,,,,,,,,173.1958,,,,,,,,,,192.5622,,,,,,,,,,215.2357,,,,,,,,,,241.0029,,,,,,,,,,267.9677
AIM/CGE 2.0,EMF30_D_Frozen-EF-SLCF,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8803,,,,,,,,,,65.8983,,,,,,,,,,74.8063,,,,,,,,,,80.4902,,,,,,,,,,84.1074,,,,,,,,,,90.9586,,,,,,,,,,96.2881,,,,,,,,,,99.2384,,,,,,,,,,100.2762,,,,,,,,,,102.4553
AIM/CGE 2.0,EMF30_D_Frozen-EF-SLCF,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.5989,,,,,,,,,,165.8793,,,,,,,,,,190.1564,,,,,,,,,,208.4086,,,,,,,,,,216.5863,,,,,,,,,,222.7258,,,,,,,,,,226.5649,,,,,,,,,,222.8147,,,,,,,,,,211.9446,,,,,,,,,,194.9141
AIM/CGE 2.0,EMF30_D_Frozen-EF-SLCF,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.1848,,,,,,,,,,26.8034,,,,,,,,,,23.7329,,,,,,,,,,20.3556,,,,,,,,,,16.3264,,,,,,,,,,11.5962,,,,,,,,,,8.7984,,,,,,,,,,7.135,,,,,,,,,,6.2182,,,,,,,,,,5.3729
AIM/CGE 2.0,EMF30_SLCF,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37351.0159,,,,,,,,,,44374.6657,,,,,,,,,,48236.053,,,,,,,,,,52389.8443,,,,,,,,,,55298.3845,,,,,,,,,,57152.6586,,,,,,,,,,58638.8395,,,,,,,,,,60176.2827,,,,,,,,,,62556.3631,,,,,,,,,,64615.0967
AIM/CGE 2.0,EMF30_SLCF,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.0467,,,,,,,,,,85.4201,,,,,,,,,,109.3554,,,,,,,,,,132.7345,,,,,,,,,,157.1428,,,,,,,,,,174.2765,,,,,,,,,,193.5115,,,,,,,,,,215.9852,,,,,,,,,,241.846,,,,,,,,,,268.5528
AIM/CGE 2.0,EMF30_SLCF,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8474,,,,,,,,,,65.9026,,,,,,,,,,74.5815,,,,,,,,,,80.1596,,,,,,,,,,83.6399,,,,,,,,,,90.5029,,,,,,,,,,95.9557,,,,,,,,,,98.8271,,,,,,,,,,99.909,,,,,,,,,,101.9663
AIM/CGE 2.0,EMF30_SLCF,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.579,,,,,,,,,,166.0364,,,,,,,,,,189.9584,,,,,,,,,,207.972,,,,,,,,,,215.8421,,,,,,,,,,221.9226,,,,,,,,,,225.6767,,,,,,,,,,222.0477,,,,,,,,,,211.4879,,,,,,,,,,195.6152
AIM/CGE 2.0,EMF30_SLCF,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,28.2996,,,,,,,,,,26.037,,,,,,,,,,20.4368,,,,,,,,,,18.3571,,,,,,,,,,15.5698,,,,,,,,,,11.3194,,,,,,,,,,8.6649,,,,,,,,,,7.0242,,,,,,,,,,6.3452,,,,,,,,,,5.4883
AIM/CGE 2.0,EMF30_Slower-Action,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37286.7219,,,,,,,,,,41834.3871,,,,,,,,,,39208.705,,,,,,,,,,36343.109,,,,,,,,,,31380.4573,,,,,,,,,,26717.6125,,,,,,,,,,22139.4956,,,,,,,,,,18190.3979,,,,,,,,,,14894.4646,,,,,,,,,,12181.8322
AIM/CGE 2.0,EMF30_Slower-Action,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.0515,,,,,,,,,,83.0019,,,,,,,,,,104.6687,,,,,,,,,,129.8198,,,,,,,,,,153.8545,,,,,,,,,,176.8078,,,,,,,,,,202.6628,,,,,,,,,,232.9583,,,,,,,,,,261.3961,,,,,,,,,,288.6652
AIM/CGE 2.0,EMF30_Slower-Action,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.8733,,,,,,,,,,64.6849,,,,,,,,,,68.5944,,,,,,,,,,70.1441,,,,,,,,,,71.0622,,,,,,,,,,70.8606,,,,,,,,,,69.6435,,,,,,,,,,65.1138,,,,,,,,,,59.9482,,,,,,,,,,55.5551
AIM/CGE 2.0,EMF30_Slower-Action,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.747,,,,,,,,,,166.0702,,,,,,,,,,181.1148,,,,,,,,,,193.3883,,,,,,,,,,197.9284,,,,,,,,,,190.4247,,,,,,,,,,181.6453,,,,,,,,,,166.8254,,,,,,,,,,151.7836,,,,,,,,,,139.2251
AIM/CGE 2.0,EMF30_Slower-Action,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,29.0008,,,,,27.9564,,,,,,,,,,25.4386,,,,,,,,,,21.0796,,,,,,,,,,15.2962,,,,,,,,,,10.6418,,,,,,,,,,6.6261,,,,,,,,,,3.9717,,,,,,,,,,2.5218,,,,,,,,,,1.7793,,,,,,,,,,1.3194
AIM/CGE 2.0,EMF30_Slower-Action+SLCF,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33045.534,,,,,37290.5593,,,,,,,,,,41726.0395,,,,,,,,,,39864.4034,,,,,,,,,,36243.8471,,,,,,,,,,30825.6035,,,,,,,,,,25408.9028,,,,,,,,,,20476.8721,,,,,,,,,,16070.9983,,,,,,,,,,12351.4005,,,,,,,,,,9386.6272
AIM/CGE 2.0,EMF30_Slower-Action+SLCF,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,54.6438,,,,,64.0221,,,,,,,,,,82.9137,,,,,,,,,,105.7244,,,,,,,,,,129.9134,,,,,,,,,,154.0216,,,,,,,,,,178.2087,,,,,,,,,,205.0948,,,,,,,,,,236.9998,,,,,,,,,,266.7203,,,,,,,,,,297.6678
AIM/CGE 2.0,EMF30_Slower-Action+SLCF,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,53.8197,,,,,55.85,,,,,,,,,,64.7267,,,,,,,,,,68.7831,,,,,,,,,,69.7223,,,,,,,,,,70.2503,,,,,,,,,,68.4601,,,,,,,,,,66.3975,,,,,,,,,,61.3789,,,,,,,,,,56.5339,,,,,,,,,,51.5266
AIM/CGE 2.0,EMF30_Slower-Action+SLCF,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,129.7128,,,,,138.7296,,,,,,,,,,165.8645,,,,,,,,,,181.0964,,,,,,,,,,193.4022,,,,,,,,,,197.3312,,,,,,,,,,187.086,,,,,,,,,,177.8304,,,,,,,,,,161.0639,,,,,,,,,,144.8478,,,,,,,,,,128.848
